time,t,t_imu,freq_imu,ypr_0,ypr_1,ypr_2,a_0,a_1,a_2,W_0,W_1,W_2,temperature,t_gps,freq_gps,rtk_x_0,rtk_x_1,rtk_x_2,rtk_v_0,rtk_v_1,rtk_v_2,llh_0,llh_1,llh_2,status,num_sats,t_ane1,freq_ane1,uvw_ane1_0,uvw_ane1_1,uvw_ane1_2,temp_ane1,t_ane2,freq_ane2,uvw_ane2_0,uvw_ane2_1,uvw_ane2_2,temp_ane2,base_t_imu,base_freq_imu,base_ypr_0,base_ypr_1,base_ypr_2,base_a_0,base_a_1,base_a_2,base_W_0,base_W_1,base_W_2,base_temperature,base_t_gps,base_freq_gps,base_llh_0,base_llh_1,base_llh_2,base_status,base_num_sats,
042008.969799,73,0.000128,25,-120.61848449707031,-0.8720458149909973,-1.2233906984329224,-0.24253517389297485,0.20614585280418396,-10.229249000549316,0.0048836045898497105,0.006014843005686998,0.0001663598231971264,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
042008.994161,98,0.000128,25,-120.61620330810547,-0.880058228969574,-1.2197831869125366,0.036991044878959656,0.2158036231994629,-9.960420608520508,0.0013781464658677578,0.012050474062561989,-0.003841219935566187,0.0,0.084593,5,0.0,0.0,0.0,0.0,0.0,0.0,39.07936751362701,-76.37001104921049,-24.62558489839012,1,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
042009.043423,147,0.000128,25,-120.61762237548828,-0.870711624622345,-1.218993902206421,-0.22376203536987305,0.25008532404899597,-10.196252822875977,0.002725672209635377,0.014958981424570084,-0.006217021960765123,0.0,0.084593,5,0.0,0.0,0.0,0.0,0.0,0.0,39.07936751362701,-76.37001104921049,-24.62558489839012,1,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
042009.063567,167,0.000128,25,-120.61772155761719,-0.8709575533866882,-1.2078360319137573,-0.1607455462217331,0.2537040412425995,-9.905224800109863,0.005555827636271715,0.01142795104533434,-0.001878450158983469,0.0,0.084593,5,0.0,0.0,0.0,0.0,0.0,0.0,39.07936751362701,-76.37001104921049,-24.62558489839012,1,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
042009.097605,201,0.000128,25,-120.60717010498047,-0.8737854361534119,-1.1917471885681152,-0.17688781023025513,0.2635306119918823,-10.09558391571045,0.002069964772090316,-0.010172601789236069,-0.006185821257531643,0.0,0.084593,5,0.0,0.0,0.0,0.0,0.0,0.0,39.07936751362701,-76.37001104921049,-24.62558489839012,1,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
042009.119860,224,0.000128,25,-120.61071014404297,-0.8636717796325684,-1.185041904449463,-0.2839440703392029,0.24924336373806,-10.047133445739746,0.0069458382204174995,0.011597760953009129,-0.006651224568486214,0.0,0.084593,5,0.0,0.0,0.0,0.0,0.0,0.0,39.07936751362701,-76.37001104921049,-24.62558489839012,1,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
042009.140534,244,0.000128,25,-120.60595703125,-0.8764348030090332,-1.1760104894638062,-0.0982591062784195,0.22658786177635193,-10.111209869384766,0.005965530872344971,-0.015204133465886116,0.002086958382278681,0.0,0.084593,5,0.0,0.0,0.0,0.0,0.0,0.0,39.07936751362701,-76.37001104921049,-24.62558489839012,1,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
042009.161100,265,0.000128,25,-120.59844207763672,-0.8678709864616394,-1.1705232858657837,-0.11465288698673248,0.09142701327800751,-9.795683860778809,0.0032759991008788347,0.017188342288136482,0.0011788057163357735,0.0,0.257019,5,3.18,0.089,1.312,-3.444,-0.676,0.062,39.0793612743127,-76.37001259923737,-24.624892855971495,4,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
042009.181689,285,0.000128,25,-120.59529876708984,-0.8696913123130798,-1.1659237146377563,-0.259103000164032,0.18634822964668274,-10.16360092163086,0.0014919573441147804,-0.015718670561909676,-0.0011233803816139698,0.0,0.257019,5,3.18,0.089,1.312,-3.444,-0.676,0.062,39.0793612743127,-76.37001259923737,-24.624892855971495,4,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
042009.202354,306,0.000128,25,-120.5969009399414,-0.8775975108146667,-1.1644126176834106,0.0631612241268158,0.13260740041732788,-9.736085891723633,0.0006088665686547756,0.008441001176834106,-0.005359224043786526,0.0,0.257019,5,3.18,0.089,1.312,-3.444,-0.676,0.062,39.0793612743127,-76.37001259923737,-24.624892855971495,4,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
