time,t,t_imu,freq_imu,ypr_0,ypr_1,ypr_2,a_0,a_1,a_2,W_0,W_1,W_2,temperature,t_gps,freq_gps,rtk_x_0,rtk_x_1,rtk_x_2,rtk_v_0,rtk_v_1,rtk_v_2,llh_0,llh_1,llh_2,status,num_sats,t_ane1,freq_ane1,uvw_ane1_0,uvw_ane1_1,uvw_ane1_2,temp_ane1,t_ane2,freq_ane2,uvw_ane2_0,uvw_ane2_1,uvw_ane2_2,temp_ane2,base_t_imu,base_freq_imu,base_ypr_0,base_ypr_1,base_ypr_2,base_a_0,base_a_1,base_a_2,base_W_0,base_W_1,base_W_2,base_temperature,base_t_gps,base_freq_gps,base_llh_0,base_llh_1,base_llh_2,base_status,base_num_sats,
141825.106790,51,0.001987,25,3.2455341815948486,33.44097137451172,177.70497131347656,5.359899520874023,-0.33060234785079956,8.12742805480957,8.624745532870293e-05,-0.00041500915540382266,-8.246488869190216e-05,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
141825.136186,81,0.001987,25,3.2514612674713135,33.440040588378906,177.70469665527344,5.3656463623046875,-0.31708472967147827,8.082151412963867,0.00024574733106419444,-0.00017108258907683194,-0.0011162692680954933,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
141825.158742,104,0.001987,25,3.2514612674713135,33.440040588378906,177.70469665527344,5.3656463623046875,-0.31708472967147827,8.082151412963867,0.00024574733106419444,-0.00017108258907683194,-0.0011162692680954933,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
141825.190394,135,0.001987,25,3.2502171993255615,33.440574645996094,177.70399475097656,5.347412109375,-0.31604498624801636,8.112052917480469,-0.0011874011252075434,-0.001019225106574595,0.0003942670300602913,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
141825.258303,203,0.001987,25,3.275067090988159,33.441463470458984,177.705810546875,5.365443229675293,-0.32608696818351746,8.101512908935547,1.0621966794133186e-05,0.000734865665435791,-0.0003194613382220268,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
141825.279322,224,0.001987,25,3.2784717082977295,33.4425163269043,177.70443725585938,5.325528621673584,-0.3304685056209564,8.145194053649902,9.28817898966372e-05,0.0004829969257116318,-0.00035564880818128586,0.0,0.211724,4,0.0,0.0,0.0,0.0,0.0,0.0,37.77354041708545,-122.41884940858067,-5.604932565444833,4,9,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
141825.305058,250,0.001987,25,3.286363363265991,33.44186782836914,177.70431518554688,5.36161994934082,-0.33973437547683716,8.08656120300293,-0.0006099678575992584,0.0011008890578523278,-0.00032272282987833023,0.0,0.211724,4,0.0,0.0,0.0,0.0,0.0,0.0,37.77354041708545,-122.41884940858067,-5.604932565444833,4,9,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
141825.326575,271,0.001987,25,3.2948269844055176,33.44153594970703,177.70420837402344,5.375441551208496,-0.3388139009475708,8.10037899017334,0.00025582831585779786,0.0007057854672893882,-0.0003167176619172096,0.0,0.211724,4,0.0,0.0,0.0,0.0,0.0,0.0,37.77354041708545,-122.41884940858067,-5.604932565444833,4,9,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
141825.347152,292,0.001987,25,3.3016841411590576,33.44231033325195,177.70469665527344,5.323019027709961,-0.3269435167312622,8.112560272216797,0.0007501867366954684,-0.001236504060216248,-0.00035676173865795135,0.0,0.211724,4,0.0,0.0,0.0,0.0,0.0,0.0,37.77354041708545,-122.41884940858067,-5.604932565444833,4,9,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
141825.368192,313,0.001987,25,3.3065006732940674,33.44165802001953,177.70445251464844,5.365365028381348,-0.32771119475364685,8.127616882324219,-0.0005697019514627755,0.0005981813883408904,-0.00033116526901721954,0.0,0.294293,5,6.156,-99.81,0.0,-4.028,-0.248,0.0,37.77353323043523,-122.41884993056728,-5.604932568097554,4,9,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
