time,t,t_imu,freq_imu,ypr_0,ypr_1,ypr_2,a_0,a_1,a_2,W_0,W_1,W_2,temperature,t_gps,freq_gps,rtk_x_0,rtk_x_1,rtk_x_2,rtk_v_0,rtk_v_1,rtk_v_2,llh_0,llh_1,llh_2,status,num_sats,t_ane1,freq_ane1,uvw_ane1_0,uvw_ane1_1,uvw_ane1_2,temp_ane1,t_ane2,freq_ane2,uvw_ane2_0,uvw_ane2_1,uvw_ane2_2,temp_ane2,base_t_imu,base_freq_imu,base_ypr_0,base_ypr_1,base_ypr_2,base_a_0,base_a_1,base_a_2,base_W_0,base_W_1,base_W_2,base_temperature,base_t_gps,base_freq_gps,base_llh_0,base_llh_1,base_llh_2,base_status,base_num_sats,
052608.353157,48,0.000135,25,-37.80941390991211,-0.3502512276172638,-1.4519678354263306,-0.07917987555265427,0.30424270033836365,-9.797508239746094,0.0010950914584100246,-0.003449458861723542,0.0033216364681720734,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
052608.424911,120,0.000135,25,-37.80685043334961,-0.35103586316108704,-1.4519091844558716,-0.029125012457370758,0.3579874336719513,-9.845333099365234,0.0011636954732239246,0.0004452028078958392,0.00375182181596756,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
052608.462517,158,0.000135,25,-37.78999710083008,-0.3399818539619446,-1.4466228485107422,-0.12393257021903992,0.33940809965133667,-10.092806816101074,0.0022547533735632896,0.0014986514579504728,0.0029392754659056664,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
052608.483927,179,0.000135,25,-37.78293228149414,-0.34160131216049194,-1.4442696571350098,-0.0013115103356540203,0.29265329241752625,-9.831342697143555,0.0014766196254640818,0.004575214348733425,0.0031405752524733543,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
052608.508621,204,0.000135,25,-37.7741813659668,-0.33410733938217163,-1.4419549703598022,-0.04729541018605232,0.2937057614326477,-9.795780181884766,0.0025758687406778336,0.0077529046684503555,0.002575717866420746,0.0,0.180212,5,0.0,0.0,0.0,0.0,0.0,0.0,39.07278393876146,-76.35482306051713,-28.810595154371153,6,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
052608.529724,225,0.000135,25,-37.76858901977539,-0.3346184492111206,-1.4374390840530396,-0.09228858351707458,0.2569011449813843,-9.957477569580078,0.002167989034205675,-0.0028881519101560116,0.001354777254164219,0.0,0.180212,5,0.0,0.0,0.0,0.0,0.0,0.0,39.07278393876146,-76.35482306051713,-28.810595154371153,6,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
052608.550329,246,0.000135,25,-37.76377868652344,-0.33065056800842285,-1.4332940578460693,-0.015132321044802666,0.26318061351776123,-9.895120620727539,0.003365532960742712,0.006986370775848627,0.003648041747510433,0.0,0.180212,5,0.0,0.0,0.0,0.0,0.0,0.0,39.07278393876146,-76.35482306051713,-28.810595154371153,6,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
052608.571218,266,0.000135,25,-37.75978088378906,-0.32848823070526123,-1.4305509328842163,-0.09989289939403534,0.16907250881195068,-9.864416122436523,0.0025407851208001375,-0.0020366646349430084,0.003127181902527809,0.0,0.180212,5,0.0,0.0,0.0,0.0,0.0,0.0,39.07278393876146,-76.35482306051713,-28.810595154371153,6,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
052608.592011,287,0.000135,25,-37.75636291503906,-0.33258700370788574,-1.42706298828125,0.017621714621782303,0.34635525941848755,-9.964640617370605,0.001563376747071743,0.0010909667471423745,0.0013456027954816818,0.0,0.180212,5,0.0,0.0,0.0,0.0,0.0,0.0,39.07278393876146,-76.35482306051713,-28.810595154371153,6,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
052608.612756,308,0.000135,25,-37.75388717651367,-0.32268452644348145,-1.4267146587371826,-0.1031954437494278,0.349334180355072,-9.90521240234375,0.0007728706113994122,0.004733055830001831,0.001702927052974701,0.0,0.180212,5,0.0,0.0,0.0,0.0,0.0,0.0,39.07278393876146,-76.35482306051713,-28.810595154371153,6,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,
